productId,brand,shopDomain,productName,productType,price,compareAtPrice,formFactor,mushroomTypes,variantCount,tags,url
www.realmushrooms.com_11173712906,Real Mushrooms,www.realmushrooms.com,5 Defenders® Organic Mushroom Blend Capsules,Capsules,39.95,,Powder,Blend,2,"5 Defenders, blend, Canada Approved, capsule, Chaga, immunity, pre_d2, Reishi, Turkey Tail, wholesale-discount",https://www.realmushrooms.com/products/organic-mushroom-blend-capsules
www.realmushrooms.com_11173663626,Real Mushrooms,www.realmushrooms.com,Organic Reishi Mushroom Capsules,Capsules,39.95,,Capsule,Reishi,2,"Canada Approved, capsule, pre_d2, Reishi, rest, skin, wholesale-discount",https://www.realmushrooms.com/products/reishi-mushroom-capsules
www.realmushrooms.com_7218801415,Real Mushrooms,www.realmushrooms.com,5 Defenders® Organic Mushroom Complex – Bulk Powder,Powder,39.95,,Powder,Blend,2,"5 Defenders, blend, Canada Approved, Chaga, immunity, powder, pre_d2, Reishi, Turkey Tail, UPSELL-PRE-SPOON, wholesale-discount",https://www.realmushrooms.com/products/organic-mushroom-complex-powder
www.realmushrooms.com_7218776583,Real Mushrooms,www.realmushrooms.com,Lion’s Mane Mushroom Powder,Powder,34.95,,Powder,Lion's Mane,2,"Canada Approved, cognition, digestion, Lions Mane, LM-POUCH-1, powder, pre_d2, UPSELL-PRE-SPOON, wholesale-discount",https://www.realmushrooms.com/products/organic-lions-mane-mushroom-powder-supplement
www.realmushrooms.com_7218749383,Real Mushrooms,www.realmushrooms.com,Organic Cordyceps-M® Mushroom Extract Powder – Bulk Supplement,Powder,34.95,,Powder,Cordyceps,2,"Canada Approved, Cordyceps, energy, powder, pre_d2, UPSELL-PRE-SPOON, wholesale-discount",https://www.realmushrooms.com/products/organic-cordyceps-mushroom-extract-powder-supplement
www.realmushrooms.com_7218516871,Real Mushrooms,www.realmushrooms.com,Organic Reishi Mushroom Powder – Bulk Extract,Powder,39.95,,Powder,Reishi,2,"Canada Approved, powder, pre_d2, Reishi, REISHI-POUCH-1, rest, skin, UPSELL-PRE-SPOON, wholesale-discount",https://www.realmushrooms.com/products/organic-reishi-mushroom-extract-powder-supplement
mushroomrevival.com_4870226903087,Mushroom Revival,mushroomrevival.com,Mushroom Tinctures Starter Kit,Tincture Bundle,151.8,,Liquid,"Lion's Mane, Reishi, Cordyceps",2,"best-seller, BUNDLE, bundle-toggle, CORDYCEPS, DAILY 10, LION'S MANE, REISHI, starter-kit, tincture, toggle",https://mushroomrevival.com/products/revive-your-health-mushroom-tinctures
mushroomrevival.com_8013134594344,Mushroom Revival,mushroomrevival.com,The Little Book of Mushrooms: An Illustrated Guide to the Extraordinary Power of Mushrooms,Book,17.99,,Other,Other,1,"accessory, merch, new",https://mushroomrevival.com/products/the-little-book-of-mushrooms-an-illustrated-guide-to-the-extraordinary-power-of-mushrooms
mushroomrevival.com_6870486548527,Mushroom Revival,mushroomrevival.com,Focused & Healthy Gummies,Gummy Bundle,75.9,,Gummy,Lion's Mane,1,"BUNDLE, bundle-toggle, DAILY 10, GUMMIES, LION'S MANE, new, on-sale, toggle",https://mushroomrevival.com/products/focused-healthy-gummy-bundle-focus-daily-10
mushroomrevival.com_6769746411567,Mushroom Revival,mushroomrevival.com,Get Sh!t Done Gummies,Gummy Bundle,75.9,,Gummy,"Lion's Mane, Cordyceps",1,"BUNDLE, bundle-toggle, CORDYCEPS, GUMMIES, LION'S MANE, new, on-sale, toggle",https://mushroomrevival.com/products/get-sh-t-done-gummies-bundle-energy-focus
mushroomrevival.com_6870415409199,Mushroom Revival,mushroomrevival.com,Focused & Healthy Mushroom Capsules,Capsule Bundle,75.9,,Capsule,Lion's Mane,1,"BUNDLE, bundle-toggle, CAPSULES, DAILY 10, LION'S MANE, on-sale, toggle",https://mushroomrevival.com/products/focused-healthy-mushroom-capsules-bundle
mushroomrevival.com_6564705665071,Mushroom Revival,mushroomrevival.com,AM+PM Mushroom Tinctures,Tincture Bundle,75.9,,Liquid,"Reishi, Cordyceps",1,"bis-paused, BUNDLE, bundle-toggle, CORDYCEPS, on-sale, REISHI, tincture, toggle",https://mushroomrevival.com/products/am-pm-mushroom-tinctures
mushroomrevival.com_6767709487151,Mushroom Revival,mushroomrevival.com,Daily 10 Mix Mushroom Gummies,Gummies,37.95,75.9,Gummy,Blend,3,"DAILY 10, GUMMIES, new, on-sale, single-toggle, toggle",https://mushroomrevival.com/products/daily-10-mix-mushroom-gummies
mushroomrevival.com_6767708635183,Mushroom Revival,mushroomrevival.com,Focus Lion's Mane Gummies,Gummies,37.95,75.9,Gummy,Lion's Mane,3,"GUMMIES, LION'S MANE, new, on-sale, single-toggle, toggle, upsell",https://mushroomrevival.com/products/focus-lions-mane-gummies
mushroomrevival.com_6767709061167,Mushroom Revival,mushroomrevival.com,Energy Gummies,Gummies,37.95,75.9,Gummy,Cordyceps,3,"CORDYCEPS, energy, GUMMIES, new, on-sale, single-toggle, toggle",https://mushroomrevival.com/products/cordyceps-energy-gummies
mushroomrevival.com_6767667445807,Mushroom Revival,mushroomrevival.com,Daily 10 Mix Mushroom Capsules,Capsules,37.95,0.0,Powder,Blend,3,"best-seller, CAPSULES, DAILY 10, on-sale, single-toggle, toggle",https://mushroomrevival.com/products/daily-10-mix-mushroom-capsules
mushroomrevival.com_6782277943343,Mushroom Revival,mushroomrevival.com,Focus Lion's Mane Capsules,Capsules,37.95,75.9,Capsule,Lion's Mane,3,"best-seller, CAPSULES, LION'S MANE, on-sale, single-toggle, toggle",https://mushroomrevival.com/products/focus-lions-mane-capsules
mushroomrevival.com_4815954313263,Mushroom Revival,mushroomrevival.com,Daily 10 Mix Mushroom Tincture,Tincture,37.95,75.9,Liquid,Blend,3,"best-seller, DAILY 10, single-toggle, tincture, toggle",https://mushroomrevival.com/products/daily-10-mix-mushroom-tincture
mushroomrevival.com_4815943434287,Mushroom Revival,mushroomrevival.com,Focus Lion's Mane Tincture,Tincture,37.95,75.9,Liquid,Lion's Mane,3,"best-seller, LION'S MANE, single-toggle, tincture, toggle",https://mushroomrevival.com/products/focus-lions-mane-tincture
mushroomrevival.com_4815947661359,Mushroom Revival,mushroomrevival.com,Energy Cordyceps Tincture,Tincture,37.95,75.9,Liquid,Cordyceps,3,"best-seller, bis-paused, CORDYCEPS, energy, on-sale, tincture",https://mushroomrevival.com/products/energy-cordyceps-tincture
mushroomrevival.com_4788548337711,Mushroom Revival,mushroomrevival.com,Calm Reishi Tincture,Tincture,37.95,75.9,Liquid,Reishi,3,"best-seller, on-sale, REISHI, single-toggle, tincture, toggle, upsell",https://mushroomrevival.com/products/calm-reishi-tincture
rainbo.ca_8263545913480,Rainbo,rainbo.ca,Libido Boost Bundle *alcohol-free*,Bundles,85.0,94.0,Other,"Chaga, Cordyceps",1,"__tab2:how-to-use-bundles, bundle, new-product, thankyouinsert, tincture",https://rainbo.ca/products/libido-boost-bundle-alcohol-free
rainbo.ca_7806818156680,Rainbo,rainbo.ca,Immunity Bundle *alcohol-free*,Bundles,85.0,94.0,Other,"Chaga, Turkey Tail",1,"__tab2:how-to-use-bundles, bundle, new-product, thankyouinsert",https://rainbo.ca/products/immunity-bundle-alcohol-free
rainbo.ca_7806782079112,Rainbo,rainbo.ca,Anxiety Support Bundle *alcohol-free*,Bundles,85.0,94.0,Other,"Lion's Mane, Reishi",1,"__tab2:how-to-use-bundles, bundle, new-product, thankyouinsert, tincture",https://rainbo.ca/products/anxiety-support-bundle-alcohol-free
rainbo.ca_7806827266184,Rainbo,rainbo.ca,Longevity Bundle *alcohol-free*,Bundles,85.0,94.0,Other,"Reishi, Chaga",1,"__subtitle:Chaga & Reishi, __tab2:how-to-use-bundles, bundle, new-product, thankyouinsert, tincture",https://rainbo.ca/products/longevity-bundle-alcohol-free
rainbo.ca_7587680223368,Rainbo,rainbo.ca,Chaga *alcohol-free*,,47.0,,Other,Chaga,1,"__subtitle:Antioxidant Super-Mushroom, __tab1:benefits-chaga, __tab2:how-to-use-chaga, __tab3:ingredients-chaga, chaga, disclaimer, extract, fungi, immunity, medicinal-mushrooms, mushroom-icons, mushr",https://rainbo.ca/products/chaga-alcohol-free
rainbo.ca_7587665707144,Rainbo,rainbo.ca,Reishi *alcohol-free*,,47.0,,Other,Reishi,1,"__subtitle:Adaptogen Super-Mushroom, __tab1:benefits-reishi, __tab2:how-to-use-reishi, __tab3:ingredients-reishi, adaptogen, disclaimer, extract, fungi, medicinal mushroom, medicinal mushrooms, mushro",https://rainbo.ca/products/reishi-alcohol-free
rainbo.ca_8694614655112,Rainbo,rainbo.ca,Fungki - Herbal Mushroom Coffee Alternative Sachets,Vitamins & Supplements,40.0,,Coffee,"Lion's Mane, Reishi, Cordyceps",1,"fungki, new-product, thankyouinsert",https://rainbo.ca/products/fungki-carton
rainbo.ca_8694614425736,Rainbo,rainbo.ca,Fungki Mushroom Coffee Sachets,Vitamins & Supplements,40.0,,Coffee,"Lion's Mane, Reishi",1,"fungki, new-product, thankyouinsert",https://rainbo.ca/products/fungki-coffee-carton
rainbo.ca_8619978326152,Rainbo,rainbo.ca,Fungki Coffee Single Sachet,Vitamins & Supplements,4.0,,Coffee,"Lion's Mane, Reishi",1,,https://rainbo.ca/products/fungki-mushroom-coffee-satchet
rainbo.ca_8619978358920,Rainbo,rainbo.ca,Fungki Single Sachet,Vitamins & Supplements,4.0,,Other,"Lion's Mane, Reishi, Cordyceps",1,,https://rainbo.ca/products/fungki-mushroom-herbal-coffee-alternative-sachet
rainbo.ca_8753993580680,Rainbo,rainbo.ca,Online Gift Card,,10.0,,Other,Other,7,,https://rainbo.ca/products/online-gift-card
rainbo.ca_8722035998856,Rainbo,rainbo.ca,AM/PM Ritual Stack,Vitamins & Supplements,199.8,222.0,Other,Other,1,"bundle, fungki, new-product, thankyouinsert",https://rainbo.ca/products/am-pm-ritual-stack
rainbo.ca_8620001132680,Rainbo,rainbo.ca,Focus and Flow Stack,Vitamins & Supplements,118.8,132.0,Other,"Lion's Mane, Reishi, Cordyceps",3,"bundle, fungki, new-product, thankyouinsert",https://rainbo.ca/products/focus-flow-stack
rainbo.ca_8558152908936,Rainbo,rainbo.ca,Fungki - Herbal Mushroom Coffee Alternative,Vitamins & Supplements,66.0,132.0,Coffee,"Lion's Mane, Reishi, Cordyceps",3,"best-seller, fungki, new-product, thankyouinsert",https://rainbo.ca/products/fungki
rainbo.ca_8558153040008,Rainbo,rainbo.ca,Fungki Mushroom Coffee,Vitamins & Supplements,66.0,132.0,Coffee,"Lion's Mane, Reishi",3,"best-seller, fungki, new-product, thankyouinsert",https://rainbo.ca/products/fungki-coffee
rainbo.ca_8604646572168,Rainbo,rainbo.ca,Nervous System Regulation Stack,Bundles,134.1,149.0,Other,"Lion's Mane, Reishi",2,"best-seller, bundle, new-product, thankyouinsert, tincture",https://rainbo.ca/products/nervous-system-regulation-stack
rainbo.ca_8534569681032,Rainbo,rainbo.ca,Longevity Stack,Bundles,84.6,94.0,Other,"Reishi, Chaga",6,"__subtitle:Chaga & Reishi, __tab2:how-to-use-bundles, __tab3:ingredients-royal-beauty-bundle, bundle, new-product, thankyouinsert, tincture",https://rainbo.ca/products/longevity-stack
rainbo.ca_8534544875656,Rainbo,rainbo.ca,Libido Boost Stack,Bundles,84.6,94.0,Other,"Chaga, Cordyceps",6,"__tab2:how-to-use-bundles, bundle, new-product, thankyouinsert, tincture",https://rainbo.ca/products/libido-boost-stack
rainbo.ca_8534537044104,Rainbo,rainbo.ca,Best Seller Stack,Bundles,91.8,102.0,Other,Lion's Mane,6,"__subtitle:11:11 & Lion's Mane, __tab2:how-to-use-bundles, __tab3:ingredients-best-seller-bundle, best-seller, bundle, new-product, thankyouinsert, tincture",https://rainbo.ca/products/best-seller-stack
rainbo.ca_8534527279240,Rainbo,rainbo.ca,Stress Relief Stack,Bundles,84.6,94.0,Other,"Reishi, Cordyceps",6,"__subtitle:Reishi & Cordyceps, __tab2:how-to-use-bundles, __tab3:ingredients-adaptogen-bundle, bundle, new-product, thankyouinsert, tincture",https://rainbo.ca/products/stress-relief-stack
rainbo.ca_8534508470408,Rainbo,rainbo.ca,Anxiety Support Stack,Bundles,84.6,94.0,Other,"Lion's Mane, Reishi",6,"__tab2:how-to-use-bundles, bundle, new-product, thankyouinsert, tincture",https://rainbo.ca/products/anxiety-support-stack
rainbo.ca_8534498017416,Rainbo,rainbo.ca,Productivity Stack,Bundles,84.6,94.0,Other,"Lion's Mane, Cordyceps",6,"__subtitle:Lion’s Mane & Cordyceps, __tab2:how-to-use-bundles, __tab3:ingredients-productivity-bundle, bundle, new-product, thankyouinsert, tincture",https://rainbo.ca/products/productivity-stack
rainbo.ca_8534480027784,Rainbo,rainbo.ca,Immunity Stack,Bundles,84.6,94.0,Other,"Chaga, Turkey Tail",6,"__subtitle:Chaga & Turkey Tail, __tab2:how-to-use-bundles, __tab3:ingredients-immunity-bundle, bundle, new-product, thankyouinsert, tincture",https://rainbo.ca/products/immunity-stack
rainbo.ca_8534440870024,Rainbo,rainbo.ca,Reishi,,47.0,94.0,Other,Reishi,6,"__subtitle:Adaptogen Super-Mushroom, __tab1:benefits-reishi, __tab2:how-to-use-reishi, __tab3:ingredients-reishi, adaptogen, best-seller, disclaimer, extract, fungi, medicinal mushroom, medicinal mush",https://rainbo.ca/products/reishi
rainbo.ca_8534438543496,Rainbo,rainbo.ca,Lion's Mane,,47.0,0.0,Other,Lion's Mane,6,"__subtitle:Brain Power Super-Mushroom, __tab1:benefits-lionsmane, __tab2:how-to-use-lions-mane, __tab3:ingredients-lions-mane, best-seller, disclaimer, fungi, Hericium erinaceus, lions mane, medicinal",https://rainbo.ca/products/lions-mane
rainbo.ca_8534436610184,Rainbo,rainbo.ca,Cordyceps,,47.0,94.0,Other,Cordyceps,6,"__subtitle:Energy Super-Mushroom, __tab1:cordyceps-benefits, __tab2:how-to-use-cordyceps, __tab3:ingredients-cordyceps, cordyceps, disclaimer, energy-mushrooms, extract, fungi, medicinal-mushrooms, mu",https://rainbo.ca/products/cordyceps
rainbo.ca_8534434644104,Rainbo,rainbo.ca,Chaga,,47.0,94.0,Other,Chaga,6,"__subtitle:Antioxidant Super-Mushroom, __tab1:benefits-chaga, __tab2:how-to-use-chaga, __tab3:ingredients-chaga, chaga, disclaimer, extract, fungi, immunity, medicinal-mushrooms, mushroom-icons, mushr",https://rainbo.ca/products/chaga
rainbo.ca_8534298624136,Rainbo,rainbo.ca,11:11,,55.0,110.0,Other,Other,6,"11:11, __subtitle:Super Multi-Mushroom Synergy, __tab1:benefits-11-11, __tab2:how-to-use-11-11, __tab3:ingredients-11-11, best-seller, disclaimer, extract, fungi, medicinal-mushrooms, mushroom-icons, ",https://rainbo.ca/products/11-11
rainbo.ca_8405073133704,Rainbo,rainbo.ca,Rainbo Ritual Box,Bundles,99.0,,Other,Blend,2,"mushroom-icons, mushrooms, new-product, rainbo, thankyouinsert, tincture",https://rainbo.ca/products/rainbo-ritual-box
rainbo.ca_7692845645960,Rainbo,rainbo.ca,Big & Mini Bundle,Bundles,60.0,67.0,Other,Lion's Mane,7,"__subtitles:11:11 & Lion's Mane, __tab3:how-to-use-bundles, __tab3:ingredients-best-seller-bundle, bundle, new-product, thankyouinsert",https://rainbo.ca/products/big-and-mini
rainbo.ca_7447847010440,Rainbo,rainbo.ca,Team Rainbo Crewneck,Sweatshirt,92.0,,Other,Other,6,"disclaimer, medicinal-mushrooms, mushroom-icons, new-product",https://rainbo.ca/products/rainbo-crewneck
rainbo.ca_7447845306504,Rainbo,rainbo.ca,The Mushroom Cap,Hats,29.0,,Capsule,Other,5,"__subtitle:Dad Hat, medicinal-mushrooms, mushroom-icons, new-product",https://rainbo.ca/products/mushroom-cap
rainbo.ca_7190467936392,Rainbo,rainbo.ca,Kinto x Rainbo Day Off Tumbler,,55.0,0.0,Other,Other,1,"__subtitle:Kinto Thermal, __tab1:kinto-details, __tab2:kinto-size, disclaimer, medicinal-mushrooms, mushroom-icons, new-product",https://rainbo.ca/products/kinto-day-off-tumbler
rainbo.ca_7190377595016,Rainbo,rainbo.ca,The Travel Kit,,80.0,,Other,Blend,1,"__subtitle:Travel Kit, __tab2:how-to-use-kits, __tab3:ingredients-travel-kit, new-product, thankyouinsert, tincture",https://rainbo.ca/products/the-travel-kit
rainbo.ca_6854083477640,Rainbo,rainbo.ca,Universal Mushroom Body,Health & Beauty,22.0,,Other,"Reishi, Chaga, Tremella",1,"__subtitle:Mushroom Body Salve, __tab1:ingredients-salve, __tab2:scent-by-redoux, __tab3:how-to-use-salve, fungi, medicinal-mushrooms, mushroom-icons, mushrooms, rainbo, rainbow",https://rainbo.ca/products/universal-mushroom-body
rainbo.ca_6854082723976,Rainbo,rainbo.ca,Turkey Tail,Vitamins & Supplements,47.0,94.0,Other,Turkey Tail,3,"__subtitle:Immune Health Super-Mushroom, __tab1:benefits-turkeytail, __tab2:how-to-use-turkeytail, __tab3:ingredients-turkeytail, disclaimer, immunity, medicinal mushroom, mushroom-icons, mushrooms, r",https://rainbo.ca/products/turkey-tail
rainbo.ca_6854079840392,Rainbo,rainbo.ca,Rainbo Fungi Future Pin,Accessories,8.0,,Other,Other,1,"__subtitle:Rainbo mushroom pin, medicinal-mushrooms, merch, merchandise, mushrooms, no-info, pin, rainbo, rainbow, thankyouinsert",https://rainbo.ca/products/rainbo-pin
dirteaworld.com_14844969091453,DIRTEA,dirteaworld.com,5 x DIRTEA Cacao Travel Sachets,,11.0,,Powder,"Lion's Mane, Reishi, Tremella",1,,https://dirteaworld.com/products/dirtea-cacao-sachets
dirteaworld.com_15843325608317,DIRTEA,dirteaworld.com,DIRTEA Matcha - Pouch Only,,48.0,,Powder,"Lion's Mane, Tremella",1,blends,https://dirteaworld.com/products/dirtea-matcha-pouch-only
dirteaworld.com_15843324625277,DIRTEA,dirteaworld.com,DIRTEA Chai - Pouch Only,,43.0,,Powder,"Lion's Mane, Reishi, Tremella",1,blends,https://dirteaworld.com/products/dirtea-chai-pouch-only
dirteaworld.com_15843323281789,DIRTEA,dirteaworld.com,DIRTEA Cacao - Pouch Only,,43.0,,Powder,"Lion's Mane, Reishi, Tremella",1,blends,https://dirteaworld.com/products/dirtea-cacao-pouch-only
dirteaworld.com_15843304210813,DIRTEA,dirteaworld.com,DIRTEA Coffee - Pouch Only,,38.0,,Coffee,Lion's Mane,1,blends,https://dirteaworld.com/products/dirtea-coffee-pouch-only
dirteaworld.com_15763375096189,DIRTEA,dirteaworld.com,DIRTEA Chai (GCC),,43.0,,Powder,"Lion's Mane, Reishi, Tremella",1,blends,https://dirteaworld.com/products/dirtea-chai-gcc
dirteaworld.com_15763374899581,DIRTEA,dirteaworld.com,DIRTEA Matcha (GCC),,48.0,,Powder,"Lion's Mane, Tremella",1,blends,https://dirteaworld.com/products/dirtea-matcha-gcc
dirteaworld.com_15763374670205,DIRTEA,dirteaworld.com,DIRTEA Cacao (GCC),,43.0,,Powder,"Lion's Mane, Reishi, Tremella",1,blends,https://dirteaworld.com/products/dirtea-cacao-gcc
dirteaworld.com_15763373949309,DIRTEA,dirteaworld.com,DIRTEA Coffee (GCC),,38.0,,Coffee,Lion's Mane,1,blends,https://dirteaworld.com/products/dirtea-coffee-gcc
dirteaworld.com_15763376406909,DIRTEA,dirteaworld.com,DIRTEA Cacao (Intl.),,39.99,,Powder,"Lion's Mane, Reishi, Tremella",1,blends,https://dirteaworld.com/products/dirtea-cacao-intl
dirteaworld.com_15763376243069,DIRTEA,dirteaworld.com,DIRTEA Matcha (Intl.),,44.99,,Powder,"Lion's Mane, Tremella",1,blends,https://dirteaworld.com/products/dirtea-matcha-intl
dirteaworld.com_15763376111997,DIRTEA,dirteaworld.com,DIRTEA Coffee (Int.),,38.0,,Coffee,Lion's Mane,1,blends,https://dirteaworld.com/products/dirtea-coffee-int
dirteaworld.com_15763371753853,DIRTEA,dirteaworld.com,DIRTEA Chai,,43.0,,Powder,"Lion's Mane, Reishi, Tremella",2,blends,https://dirteaworld.com/products/dirtea-chai
dirteaworld.com_15763371164029,DIRTEA,dirteaworld.com,DIRTEA Matcha,,48.0,,Powder,"Lion's Mane, Tremella",2,blends,https://dirteaworld.com/products/dirtea-matcha-super-blend
dirteaworld.com_15763370541437,DIRTEA,dirteaworld.com,DIRTEA Cacao,,43.0,,Powder,"Lion's Mane, Reishi, Tremella",2,blends,https://dirteaworld.com/products/dirtea-cacao-super-blend
dirteaworld.com_15763363758461,DIRTEA,dirteaworld.com,DIRTEA Coffee,,38.0,,Coffee,Lion's Mane,2,blends,https://dirteaworld.com/products/mushroom-coffee-super-blend
dirteaworld.com_14848044794237,DIRTEA,dirteaworld.com,DIRTEA Socks,,10.0,,Other,Other,2,,https://dirteaworld.com/products/dirtea-socks
dirteaworld.com_14844977906045,DIRTEA,dirteaworld.com,5 x DIRTEA Coffee Travel Sachets,,10.0,,Coffee,Lion's Mane,1,,https://dirteaworld.com/products/dirtea-coffee-copy
dirteaworld.com_15676335980925,DIRTEA,dirteaworld.com,The Super Blends Boxset (GCC),,172.0,,Powder,"Lion's Mane, Reishi, Tremella",1,blends,https://dirteaworld.com/products/the-super-blends-boxset-gcc
dirteaworld.com_8930216116479,DIRTEA,dirteaworld.com,Lion's Mane Mushroom Powder (60g Pouch) - US,,38.0,,Powder,Lion's Mane,1,powders,https://dirteaworld.com/products/lions-mane-mushroom-powder-60g-pouch-v1
dirteaworld.com_14840918409597,DIRTEA,dirteaworld.com,Chaga Mushroom Powder (60g Pouch) - US,,38.0,,Powder,Chaga,1,powders,https://dirteaworld.com/products/chaga-mushroom-powder-60g-pouch-v1
dirteaworld.com_14840921817469,DIRTEA,dirteaworld.com,Cordyceps Mushroom Powder (60g Pouch) - US,,38.0,,Powder,Cordyceps,1,powders,https://dirteaworld.com/products/cordyceps-mushroom-powder-60g-pouch-v1
dirteaworld.com_14840922046845,DIRTEA,dirteaworld.com,Reishi Mushroom Powder (60g Pouch),,38.0,,Powder,Reishi,1,,https://dirteaworld.com/products/reishi-mushroom-powder-60g-pouch-v1
dirteaworld.com_14840924209533,DIRTEA,dirteaworld.com,Tremella Mushroom Powder (60g Pouch) - US,,38.0,,Powder,Tremella,1,powders,https://dirteaworld.com/products/tremella-mushroom-powder-60g-pouch-v1
dirteaworld.com_14840924701053,DIRTEA,dirteaworld.com,Turkey Tail Mushroom Powder (60g Pouch),,38.0,,Powder,Turkey Tail,1,,https://dirteaworld.com/products/turkey-tail-mushroom-powder-60g-pouch-v1
dirteaworld.com_8299699142911,DIRTEA,dirteaworld.com,Turkey Tail Mushroom Powder (60g Pouch) - 12 Month Subscription,,293.92,,Powder,Turkey Tail,1,,https://dirteaworld.com/products/turkey-tail-mushroom-powder-60g-pouch-12-month-subscription
dirteaworld.com_8299697471743,DIRTEA,dirteaworld.com,Tremella Mushroom Powder (60g Pouch) - 12 Month Subscription,,293.92,,Powder,Tremella,1,,https://dirteaworld.com/products/tremella-mushroom-powder-60g-pouch-12-month-subscription
dirteaworld.com_8299695964415,DIRTEA,dirteaworld.com,Reishi Mushroom Powder (60g Pouch) - 12 Month Subscription,,293.92,,Powder,Reishi,1,,https://dirteaworld.com/products/reishi-mushroom-powder-60g-pouch-12-month-subscription
dirteaworld.com_8299693375743,DIRTEA,dirteaworld.com,Lion's Mane Mushroom Powder (60g Pouch) - 12 Month Subscription,,293.92,,Powder,Lion's Mane,1,,https://dirteaworld.com/products/lions-mane-mushroom-powder-60g-pouch-12-month-subscription
dirteaworld.com_8299689541887,DIRTEA,dirteaworld.com,Cordyceps Mushroom Powder (60g Pouch) - 12 Month Subscription,,293.92,,Powder,Cordyceps,1,,https://dirteaworld.com/products/cordyceps-mushroom-powder-60g-pouch-12-month-subscription
dirteaworld.com_8299679744255,DIRTEA,dirteaworld.com,Chaga Mushroom Powder (60g Pouch) - 12 Month Subscription,,293.92,,Powder,Chaga,1,,https://dirteaworld.com/products/copy-of-copy-of-chaga-mushroom-powder-60g-pouch-12-month-subscription
dirteaworld.com_7929285542143,DIRTEA,dirteaworld.com,Tremella Mushroom Powder - 12 Month Subscription,,293.92,,Powder,Tremella,1,,https://dirteaworld.com/products/tremella-mushroom-powder-12-month-subscription
dirteaworld.com_15230081827197,DIRTEA,dirteaworld.com,DIRTEA Super Blends Trial Pack,,30.0,30.0,Powder,"Lion's Mane, Reishi, Tremella",1,,https://dirteaworld.com/products/dirtea-super-blends-trial-pack
dirteaworld.com_14844988817789,DIRTEA,dirteaworld.com,5 x DIRTEA Matcha Travel Sachets,,13.0,,Powder,"Lion's Mane, Tremella",1,,https://dirteaworld.com/products/dirtea-matcha-sachets
dirteaworld.com_15024481665405,DIRTEA,dirteaworld.com,AM + PM Stack,,81.0,,Other,Other,2,stack_product,https://dirteaworld.com/products/am-pm-stack
dirteaworld.com_15024500736381,DIRTEA,dirteaworld.com,DIRTEA Beauty Stack,,82.0,,Other,Tremella,2,stack_product,https://dirteaworld.com/products/beauty-stack
dirteaworld.com_14970701807997,DIRTEA,dirteaworld.com,Roxie's Stack,,72.0,,Other,"Lion's Mane, Tremella",2,stack_product,https://dirteaworld.com/products/roxie-stack
dirteaworld.com_14840905957757,DIRTEA,dirteaworld.com,The Pures Boxset (UAE),,190.0,,Other,Blend,1,powders,https://dirteaworld.com/products/the-pures-boxset-uae
dirteaworld.com_8895864013055,DIRTEA,dirteaworld.com,The Super Blends Boxset,,172.0,,Powder,"Lion's Mane, Reishi, Tremella",1,blends,https://dirteaworld.com/products/the-super-blends
dirteaworld.com_8527240069375,DIRTEA,dirteaworld.com,Tremella Gummies (US),,29.99,,Gummy,Tremella,1,gummies,https://dirteaworld.com/products/tremella-gummies-us
dirteaworld.com_8527256387839,DIRTEA,dirteaworld.com,The DIRTEA Gummies Boxset (US),,99.99,,Gummy,Blend,1,gummies,https://dirteaworld.com/products/the-dirtea-gummies-boxset-us
dirteaworld.com_8527253078271,DIRTEA,dirteaworld.com,Cordyceps Gummies (US),,29.99,,Gummy,Cordyceps,1,gummies,https://dirteaworld.com/products/cordyceps-gummies-us
dirteaworld.com_8527251079423,DIRTEA,dirteaworld.com,Lion's Mane Gummies (US),,29.99,,Gummy,Lion's Mane,1,gummies,https://dirteaworld.com/products/lions-mane-gummies-us
dirteaworld.com_8527247507711,DIRTEA,dirteaworld.com,Chaga Gummies (US),,29.99,,Gummy,Chaga,1,gummies,https://dirteaworld.com/products/chaga-gummies-us
dirteaworld.com_8527240757503,DIRTEA,dirteaworld.com,Tremella Gummies (GCC),,29.99,,Gummy,Tremella,1,gummies,https://dirteaworld.com/products/tremella-gummies-gcc
dirteaworld.com_8527256977663,DIRTEA,dirteaworld.com,The DIRTEA Gummies Boxset (GCC),,99.99,,Gummy,Blend,1,gummies,https://dirteaworld.com/products/the-dirtea-gummies-boxset-gcc
dirteaworld.com_8527253307647,DIRTEA,dirteaworld.com,Cordyceps Gummies (GCC),,29.99,,Gummy,Cordyceps,1,gummies,https://dirteaworld.com/products/cordyceps-gummies-gcc
dirteaworld.com_8527251308799,DIRTEA,dirteaworld.com,Lion's Mane Gummies (GCC),,29.99,,Gummy,Lion's Mane,1,gummies,https://dirteaworld.com/products/lions-mane-gummies-gcc
dirteaworld.com_8527247999231,DIRTEA,dirteaworld.com,Chaga Gummies (GCC),,29.99,,Gummy,Chaga,1,gummies,https://dirteaworld.com/products/chaga-gummies-gcc
dirteaworld.com_8527255961855,DIRTEA,dirteaworld.com,The Gummies Boxset,,136.0,,Gummy,Blend,1,gummies,https://dirteaworld.com/products/the-dirtea-gummies-boxset-uk
dirteaworld.com_8527251702015,DIRTEA,dirteaworld.com,Cordyceps Gummies,,34.0,,Gummy,Cordyceps,1,gummies,https://dirteaworld.com/products/cordyceps-gummies-uk
